,,a,available,b,conc,date,default,firstmonth,intercept,intercept.lower,intercept.upper,lastmonth,lower,lower.a,lower.b,lower.percent,p,p.stars,slope,slope.percent,upper,upper.a,upper.b,upper.percent
1002A,PM2.5,334.93279833265274,0.9422043010752689,-0.01657377186225475,46.83417669043383,16222.0,default,8_2014,334.93279833265274,426.9802770225473,262.800133741776,12_2019,-7.986604651977081,426.9802770225473,-0.021881108635553648,-11.088666588811787,0.0,***,-6.049426729722984,-9.15566148416776,-4.567652205334172,262.800133741776,-0.012514115631052525,-7.638706183016673
1002A,PM10,264.3232549221511,0.9717741935483871,-0.01118125794693428,56.812187890418535,16222.0,default,11_2017,264.3232549221511,388.6347791253114,159.87632791192232,12_2019,-6.630939257372545,388.6347791253114,-0.018166956869513824,-7.059417312567108,0.0033388981636059967,**,-4.081159150631012,-4.9205635773812535,-1.9340075688754987,159.87632791192232,-0.005298650873631503,-2.616295125171511
1003A,CO,6.433925478629285,0.9865591397849462,-0.00031552036046688444,1.097149599230494,16222.0,default,8_2014,6.433925478629285,7.911597106625355,5.111699212576216,12_2019,-0.1453547167464011,7.911597106625355,-0.0003982321006750715,-10.014269598899505,0.0,***,-0.11516493157041283,-8.754100161469692,-0.08726538299360155,5.111699212576216,-0.00023908324107836041,-7.075815179187068
1003A,SO2,102.39955236643554,0.9798387096774194,-0.005365212883909529,12.84049561114746,16222.0,default,8_2014,102.39955236643554,134.70232373832468,78.46904647572885,12_2019,-2.649633282438237,134.70232373832468,-0.007259269266954074,-15.639013718972368,0.0,***,-1.9583027026269781,-12.745160514796167,-1.4487642615674394,78.46904647572885,-0.003969217154979286,-10.28922236628762
1003A,O3,-46.42468317368465,0.9811827956989247,0.0061538849683260705,41.04245871055814,16222.0,default,8_2014,-46.42468317368465,-4.266426054904848,-92.53722710400456,12_2019,1.3663993433819728,-4.266426054904848,0.003743559844882117,2.420050620352212,0.0,***,2.2461680134390156,4.20602053464386,3.2177210015068143,-92.53722710400456,0.008815673976730998,6.375431829638863
1003A,NO2,197.51069953394497,0.9663978494623656,-0.008730536353852852,56.68710534981116,16222.0,default,8_2014,197.51069953394497,233.19313956207935,162.350723585191,12_2019,-3.9328183512646775,233.19313956207935,-0.010774844797985418,-6.733862061784286,0.0,***,-3.186645769156291,-5.702256922979887,-2.4496807337616295,162.350723585191,-0.006711454065100355,-4.58076763628985
1003A,PM2.5,453.98629583045846,0.9758064516129032,-0.02263655856012348,70.12843297155288,16222.0,default,8_2014,453.98629583045846,541.4125460542408,374.14914523552636,12_2019,-10.091375128695617,541.4125460542408,-0.027647603092316758,-10.86108634043668,0.0,***,-8.26234387444507,-9.52145730705941,-6.5534627972505115,374.14914523552636,-0.01795469259520688,-7.906395563797394
1003A,PM10,466.6440049999343,0.9704301075268817,-0.021875431982838242,111.69756519478662,16222.0,default,11_2017,466.6440049999343,582.070557162449,358.76148880037357,12_2019,-10.36119672019412,582.070557162449,-0.028386840329298963,-8.522176391070737,0.0,***,-7.984532673735958,-7.14303031719521,-5.681978679641365,358.76148880037357,-0.015567064875729768,-5.3486224487181495
1004A,CO,4.583236722377725,0.946236559139785,-0.00020778528019496,1.1316374242102616,16222.0,default,8_2014,4.583236722377725,6.446462173706795,3.75422480837747,12_2019,-0.11525162969396283,6.446462173706795,-0.0003157578895725009,-8.703243431745754,0.0,***,-0.0758416272711604,-6.254753071611034,-0.05817443643289647,3.75422480837747,-0.0001593820176243739,-4.9775782641011865
1004A,SO2,75.56455807912637,0.946236559139785,-0.003971034362508614,9.565563453805371,16222.0,default,8_2014,75.56455807912637,96.22039056186242,60.52892429431759,12_2019,-1.883010126284384,96.22039056186242,-0.005158931852833929,-15.025377986322537,0.0,***,-1.4494275423156442,-13.003503520374325,-1.1280173418603887,60.52892429431759,-0.00309045847085038,-10.851008459815978
1004A,O3,57.34243114377913,0.9126344086021505,8.699885060548038e-05,49.053661905323175,16222.0,default,8_2014,57.34243114377913,115.40204476563636,-4.679741495325942,12_2019,-1.2120108735170538,115.40204476563636,-0.0033205777356631614,-1.9696082084394373,0.978297161936561,,0.03175458047100034,0.05404692155470098,1.3190388257388854,-4.679741495325942,0.0036138050020243437,2.4452273055272986
1004A,NO2,184.59839080281316,0.9422043010752689,-0.007963661020269264,51.48861001943251,16222.0,default,8_2014,184.59839080281316,220.50610220775886,150.9373446119,12_2019,-3.666432088255359,220.50610220775886,-0.010045019419877696,-6.370222059272899,0.0,***,-2.9067362723982813,-5.24569132385083,-2.1891950063147454,150.9373446119,-0.005997794537848617,-4.081187977140649
1004A,PM2.5,408.23137312587494,0.9513888888888888,-0.020238193858617467,69.86343406434331,16222.0,default,8_2014,408.23137312587494,472.43818285755646,339.19298284104434,11_2019,-8.747739059235773,472.43818285755646,-0.02396640838146787,-10.456909886015355,0.0,***,-7.386940758395375,-9.242064004691136,-5.929815167801381,339.19298284104434,-0.016246068952880496,-7.838564147695766
1004A,PM10,463.57845620267335,0.9327956989247311,-0.022045469608122134,98.02340357477058,16222.0,default,11_2017,463.57845620267335,571.0364784010716,370.8268876148185,12_2019,-10.287085544558757,571.0364784010716,-0.028183796012489742,-9.03652615788997,0.0,***,-8.046596406964579,-7.59422023414556,-6.100987344932843,370.8268876148185,-0.016715033821733817,-6.1208428106656045
1005A,CO,5.599991959409165,0.9838709677419355,-0.00026776918218479893,0.9554131586488592,16222.0,default,8_2014,5.599991959409165,7.093655874500055,4.256214854608631,12_2019,-0.12939539850533546,7.093655874500055,-0.0003545079411105081,-9.636036284664032,0.0,***,-0.09773575149745162,-7.780020477458195,-0.06923917348219132,4.256214854608631,-0.00018969636570463373,-5.872900640785366
1005A,SO2,90.82811395228197,0.9838709677419355,-0.004744598914744938,11.175500863439215,16222.0,default,8_2014,90.82811395228197,125.7686525989403,72.50565029555209,12_2019,-2.473051437228165,125.7686525989403,-0.006775483389666206,-15.596195396734654,0.0,***,-1.7317786038819023,-12.493686052704287,-1.336293705700981,72.50565029555209,-0.003661078645756112,-10.188557092337053
1005A,O3,15.537876435142628,0.9291666666666667,0.0027275508416876506,48.99388373186433,16222.0,default,8_2014,15.537876435142628,67.98291239824543,-23.82084965044494,11_2019,-0.14590139719276404,67.98291239824543,-0.0003997298553226412,-0.23724385115376528,0.0667779632721202,+,0.9955560572159925,1.6652492701311068,1.8366793184726342,-23.82084965044494,0.005031998132801738,3.1771938134107245
1005A,NO2,237.36682115356587,0.9623655913978495,-0.010816803480420327,58.793990811575576,16222.0,default,8_2014,237.36682115356587,270.6288802288942,210.42115569314666,12_2019,-4.649790243745559,270.6288802288942,-0.01273915135272756,-7.268208288547167,0.0,***,-3.948133270353419,-6.3785911210611,-3.3957066260939506,210.42115569314666,-0.009303305824914933,-5.706789070572559
1005A,PM2.5,443.31692281235485,0.9663978494623656,-0.02212095896884016,66.80794826496464,16222.0,default,8_2014,443.31692281235485,528.9158116495997,369.82284534067475,12_2019,-9.79405606083141,528.9158116495997,-0.0268330303036477,-10.460338396263626,0.0,***,-8.07415002362666,-9.55851851385433,-6.522497913523104,369.82284534067475,-0.01786985729732357,-8.159443894186566
1005A,PM10,415.8157379626084,0.9771505376344086,-0.01909438349401285,102.06365129068517,16222.0,default,11_2017,415.8157379626084,552.8017882805766,298.48594227659066,12_2019,-9.852517722115177,552.8017882805766,-0.02699319923867172,-8.573511783585502,0.0,***,-6.96944997531469,-6.570821314805407,-4.45451308811669,298.48594227659066,-0.012204145446895041,-4.431897344782498
1006A,CO,5.90484536912161,0.9946236559139785,-0.0002883851933072315,1.0830854500205402,16222.0,default,8_2014,5.90484536912161,7.562463852433279,4.636524205366207,12_2019,-0.1392321078191351,7.562463852433279,-0.00038145782964146596,-10.12998707838375,0.0,***,-0.1052605955571395,-8.581068108404848,-0.07828981106564346,4.636524205366207,-0.00021449263305655742,-6.7664770042415325
1006A,SO2,72.97028770609643,0.9946236559139785,-0.003739868524689003,10.637766748338635,16222.0,default,8_2014,72.97028770609643,104.89083078492891,59.04285191181148,12_2019,-2.0475174138883756,104.89083078492891,-0.005609636750379112,-14.739562962100043,0.0,***,-1.3650520115114861,-11.09605285086595,-1.0723188004367379,59.04285191181148,-0.002937859727223939,-9.418788121736668
1006A,O3,-56.511821271948065,0.9448924731182796,0.006797704551662328,45.91067993904972,16222.0,default,8_2014,-56.511821271948065,-12.012746817049532,-110.60301273890411,7_2019,1.530103777312242,-12.012746817049532,0.004192065143321211,2.732770592841154,0.0,***,2.4811621613567496,4.615210469728185,3.638275843824849,-110.60301273890411,0.009967879024177667,7.120482002242154
1006A,NO2,233.1826377366262,0.9905913978494624,-0.010646331317954175,57.67069130856743,16222.0,default,8_2014,233.1826377366262,270.2344483963736,197.77541101397287,12_2019,-4.6875489100028345,270.2344483963736,-0.012842599753432424,-7.57255729845317,0.0,***,-3.885910931053274,-6.425345577896335,-3.1171880650724413,197.77541101397287,-0.008540241274171072,-5.262354339425675
1006A,PM2.5,440.8157435327889,0.9811827956989247,-0.021934596896205732,72.57890705526675,16222.0,default,9_2014,440.8157435327889,518.5081793676527,360.8940390721636,12_2019,-9.586898116056014,518.5081793676527,-0.026265474290564424,-10.372101975127753,0.0,***,-8.006127867115092,-9.419781548824286,-6.36029793299173,360.8940390721636,-0.017425473789018438,-8.131501275102208
1006A,PM10,454.5602479746103,0.9798387096774194,-0.020954260333878538,91.4312371434045,16222.0,default,11_2017,454.5602479746103,533.7431111555094,375.2047605131233,12_2019,-9.31988522982384,533.7431111555094,-0.025533932136503668,-7.797001158561223,0.0,***,-7.648305021865666,-6.671571197680578,-5.988304413059068,375.2047605131233,-0.016406313460435803,-5.490757069542178
1007A,CO,3.571499490567498,0.9475806451612904,-0.0001466433760944842,1.0443305271330572,16222.0,default,8_2014,3.571499490567498,5.7449305765157295,2.6358137936077055,12_2019,-0.09948566083375573,5.7449305765157295,-0.0002725634543390568,-7.517394078490128,0.0,***,-0.05352483227448673,-4.487888600352691,-0.034080129105730717,2.6358137936077055,-9.337021672802936e-05,-3.0397145921479214
1007A,SO2,103.46841039074845,0.9475806451612904,-0.0055678895650128485,11.037979593349199,16222.0,default,8_2014,103.46841039074845,139.7432085321116,75.93726623435755,12_2019,-2.80556780790782,139.7432085321116,-0.007686487144952932,-18.637913945201312,0.0,***,-2.03227969122969,-15.459176365787638,-1.4491840254715684,75.93726623435755,-0.00397036719307279,-12.568845124368076
1007A,O3,-84.95880818907162,0.9610215053763441,0.008083463160010402,28.411824917562356,16222.0,default,8_2014,-84.95880818907162,-23.376717256223735,-133.66004719674237,7_2019,1.66915330586141,-23.376717256223735,0.004573022755784685,3.285291346961752,0.0,***,2.9504640534037967,6.3902788976406635,4.004219635721129,-133.66004719674237,0.010970464755400353,9.038292698339255
1007A,NO2,259.10186954023146,0.9206989247311828,-0.011967044611293968,63.32571982189027,16222.0,default,8_2014,259.10186954023146,319.33543588620523,214.7025039243049,12_2019,-5.618813508068442,319.33543588620523,-0.015394009611146417,-8.071406160248522,0.0,***,-4.367971283122299,-6.722802993882074,-3.4318280793084424,214.7025039243049,-0.009402268710434088,-5.519280703637156
1007A,PM2.5,427.810931573521,0.9220430107526881,-0.021330266746608373,66.63695041705058,16222.0,default,8_2014,427.810931573521,518.746133791072,350.69491981010754,12_2019,-9.655894890387733,518.746133791072,-0.026454506549007488,-10.776532669081686,0.0,***,-7.785547362512056,-9.518791283685484,-6.127895931765405,350.69491981010754,-0.016788755977439465,-7.821409359268074
1007A,PM10,537.0356498828371,0.9327956989247311,-0.02597912544956494,109.13418297985727,16222.0,default,11_2017,537.0356498828371,686.2365944605015,394.4023743775601,12_2019,-12.590929536118205,686.2365944605015,-0.03449569735922796,-9.941720352321875,0.0,***,-9.482380789091202,-8.202589990693511,-6.476821287602345,394.4023743775601,-0.01774471585644478,-6.078805780013378
1008A,CO,4.839585858777751,0.9959677419354839,-0.00022887562701480872,0.7975352308499073,16222.0,default,8_2014,4.839585858777751,6.300062432238351,3.405220010092994,12_2019,-0.11396413993232635,6.300062432238351,-0.00031223052036253793,-9.227425273358147,0.0,***,-0.08353960386040518,-7.414107771832186,-0.05289472182968819,3.405220010092994,-0.00014491704610873477,-5.016686407493657
1008A,SO2,51.95162598392298,0.9932795698924731,-0.002602090155298485,7.4929655121516845,16222.0,default,8_2014,51.95162598392298,71.86784434437074,38.80999050695449,12_2019,-1.3741827002121612,71.86784434437074,-0.0037648841101703043,-12.731111319502352,0.0,***,-0.949762906683947,-9.75063915408852,-0.6713061001651092,38.80999050695449,-0.0018391947949729017,-7.480089964796054
1008A,O3,-42.576188056712276,0.9905913978494624,0.005910134639780029,50.215350951874605,16222.0,default,8_2014,-42.576188056712276,3.9959018703213687,-104.0405296564283,12_2019,1.1771166131005772,3.9959018703213687,0.003224977022193362,2.090367064415715,0.0,***,2.1571991435197106,4.047428596018718,3.459560961927719,-104.0405296564283,0.009478249210760873,6.958698961863754
1008A,NO2,130.91815654790733,0.9905913978494624,-0.005235269013656408,41.201833562766005,16222.0,default,8_2014,130.91815654790733,168.62356707942698,103.99720609716158,12_2019,-2.695804888038236,168.62356707942698,-0.007385766816543113,-5.522870991408781,0.0,***,-1.910873189984589,-4.154828817969777,-1.3272382692344933,103.99720609716158,-0.003636269230779434,-2.9487862457220992
1008A,PM2.5,414.75255976702886,0.9879032258064516,-0.020555561273437783,60.66246127078961,16222.0,default,8_2014,414.75255976702886,509.88907829866355,331.2667251850789,12_2019,-9.506274684682415,509.88907829866355,-0.026044588177212096,-10.877519994443734,0.0,***,-7.502779864804791,-9.228483732425726,-5.7658704771839195,331.2667251850789,-0.015796905416942245,-7.686871516134894
1008A,PM10,406.22169294554465,0.9650537634408602,-0.019064246665622696,94.35394661282254,16222.0,default,11_2017,406.22169294554465,521.6576852895348,270.9342091081362,12_2019,-9.357706573369878,521.6576852895348,-0.025637552255807886,-8.84761397068832,0.0,***,-6.958450032952284,-7.176509454274325,-4.114795858530225,270.9342091081362,-0.011273413311041711,-4.672883027222544
1009A,CO,4.761207942004042,0.9489247311827957,-0.00023191371189551656,0.7935950761680948,16222.0,default,8_2014,4.761207942004042,5.747141701832368,3.7246243342661765,12_2019,-0.1052895264178735,5.747141701832368,-0.00028846445593937945,-9.86160503294919,0.0,***,-0.08464850484186355,-8.47244427129985,-0.06248675945070854,3.7246243342661765,-0.00017119660123481793,-6.595096102768801
1009A,SO2,43.386666350381915,0.9502688172043011,-0.0021835660106571094,6.235416252471595,16222.0,default,8_2014,43.386666350381915,62.17389177787376,31.172324612534105,12_2019,-1.1919280492346844,62.17389177787376,-0.003265556299273108,-12.955686869670066,0.0,***,-0.7970015938898449,-10.0064752102999,-0.5379745013318279,31.172324612534105,-0.001473902743374871,-7.407388496378137
1009A,O3,8.838709319509256,0.9458333333333333,0.003258003961905838,57.44618982295367,16222.0,default,8_2014,8.838709319509256,77.69260542564399,-57.63607449501764,11_2019,-0.2760228274302313,77.69260542564399,-0.0007562269244663872,-0.4218913843425387,0.08681135225375626,+,1.1891714460956309,1.9276551956235641,2.5838145478468135,-57.63607449501764,0.007078943966703599,4.51727245373478
1009A,NO2,88.8039597161658,0.9153225806451613,-0.003633114412314618,30.58128325522926,16222.0,default,2_2015,88.8039597161658,124.6976792550967,61.137042673276156,12_2019,-2.063785912568586,124.6976792550967,-0.005654207979639962,-6.258615813090931,0.0,***,-1.3260867604948356,-4.439887201246663,-0.7322021972372447,61.137042673276156,-0.0020060334170883417,-2.560580103440496
1009A,PM2.5,366.9051591709751,0.9018817204301075,-0.01819231714754901,55.19874783405002,16222.0,default,8_2014,366.9051591709751,435.0941162467935,287.90015031615815,12_2019,-8.062970842110683,435.0941162467935,-0.022090331074275844,-10.506216004814606,0.0,***,-6.640195758855389,-9.249550276913435,-4.975298345015116,287.90015031615815,-0.013630954369904427,-7.450414966540087
1009A,PM10,458.5768443959706,0.907258064516129,-0.0225242409589819,66.46184760310688,16222.0,default,4_2017,458.5768443959706,566.9565630355578,345.42596609928484,12_2019,-10.497301343977199,566.9565630355578,-0.028759729709526574,-10.453789776521972,0.0,***,-8.221347950028393,-8.822267190537156,-5.825642637569491,345.42596609928484,-0.015960664760464358,-6.733907941833554
1010A,CO,5.349384356977354,0.9758064516129032,-0.0002613566035958242,0.8794274273279139,16222.0,default,8_2014,5.349384356977354,6.872851146697877,3.927652271045503,12_2019,-0.1266621589960388,6.872851146697877,-0.0003470196136877775,-10.185948014427373,0.0,***,-0.09539516031247584,-8.596810947269375,-0.06645302321280791,3.927652271045503,-0.00018206307729536414,-6.821116383519287
1010A,SO2,45.6923584557661,0.9758064516129032,-0.002267757686270038,8.177380845876224,16222.0,default,8_2014,45.6923584557661,72.63172699832697,34.646966982939944,12_2019,-1.3904007211829288,72.63172699832697,-0.003809317044336791,-12.830142378695571,0.0,***,-0.8277315554885639,-9.29534836436267,-0.595224716514416,34.646966982939944,-0.0016307526479847013,-7.265130737064651
1010A,O3,4.152957217596104,0.9368279569892473,0.0032408010946648105,58.146130898556194,16222.0,default,8_2014,4.152957217596104,70.78979425399676,-62.44432264966969,7_2019,-0.1933426337954895,70.78979425399676,-0.0005297058460150397,-0.3108557099825861,0.08681135225375626,+,1.182892399552656,2.0853019826467785,2.5834211628573955,-62.44432264966969,0.007077866199609303,4.932751420962047
1010A,NO2,195.2120722487952,0.9583333333333334,-0.009077564723937778,40.87890455445205,16222.0,default,8_2014,195.2120722487952,239.88135577309941,151.76195434138967,12_2019,-4.236295448068386,239.88135577309941,-0.011606288898817497,-8.209216689377495,0.0,***,-3.313311124237289,-6.909091140522113,-2.3978389620821243,151.76195434138967,-0.006569421813923628,-5.305799369866645
1010A,PM2.5,324.9814270008655,0.9690860215053764,-0.0158555236410769,49.349027818887976,16222.0,default,8_2014,324.9814270008655,415.6775883025563,247.13243508947008,12_2019,-7.704493487989108,415.6775883025563,-0.02110820133695646,-10.516594428091306,0.0,***,-5.7872661289930685,-8.539175879631411,-4.149621705230909,247.13243508947008,-0.011368826589673723,-6.617442801641779
1010A,PM10,404.70013289072966,0.9717741935483871,-0.018679354919233664,77.7911443920778,16222.0,default,3_2015,404.70013289072966,506.5050578636939,302.35388617699357,12_2019,-9.038035469589651,506.5050578636939,-0.02476174101257439,-8.622426316243123,0.0,***,-6.8179645455202875,-6.705075389178623,-4.639446506195314,302.35388617699357,-0.012710812345740586,-4.8247613283408395
1011A,CO,5.182543355149599,0.9408602150537635,-0.0002465124171835622,0.87853469791518,16222.0,default,8_2014,5.182543355149599,6.652623349380645,3.96112087739451,12_2019,-0.12110525743511334,6.652623349380645,-0.0003317952258496256,-9.534036358609125,0.0,***,-0.08997703227200021,-7.601858206059817,-0.06455348217359459,3.96112087739451,-0.00017685885527012217,-5.9108602942715045
1011A,SO2,70.20391160874921,0.9422043010752689,-0.0036139306817063823,9.020142722738193,16222.0,default,8_2014,70.20391160874921,107.22460031472252,51.75822890986705,12_2019,-2.098043654322967,107.22460031472252,-0.005748064806364294,-15.008009592613615,0.0,***,-1.3190846988228295,-11.392310870049076,-0.9280862843812544,51.75822890986705,-0.002542702148989738,-8.830074600328754
1011A,O3,10.935935823769448,0.9059139784946236,0.0030785899332446552,32.42021528208732,16222.0,default,8_2014,10.935935823769448,75.92205017475078,-53.02856200778682,12_2019,-0.24293982035747202,75.92205017475078,-0.0006655885489245809,-0.3730369214683784,0.12353923205342238,,1.1236853256342991,1.8458344142647305,2.4727012652386553,-53.02856200778682,0.00677452401435248,4.348159625598148
1011A,NO2,241.47918993214083,0.9260752688172043,-0.011036679678734212,63.45906506849405,16222.0,default,8_2014,241.47918993214083,284.57727389423974,202.0651605435499,12_2019,-4.940458105909694,284.57727389423974,-0.01353550166002656,-7.600194283177543,0.0,***,-4.028388082737988,-6.451390049157574,-3.2417249272030135,202.0651605435499,-0.008881438156720585,-5.590099346368426
1011A,PM2.5,432.21500474283175,0.9126344086021505,-0.021484054247571542,70.58959355142458,16222.0,default,8_2014,432.21500474283175,515.3521622627443,360.7599076588376,12_2019,-9.61534424998138,515.3521622627443,-0.026343408904058573,-10.925362637385449,0.0,***,-7.841679800363613,-9.368717322133026,-6.3620089261913195,360.7599076588376,-0.017430161441620053,-8.15560313355943
1011A,PM10,487.44894402907573,0.9408602150537635,-0.02302621643104625,76.64006687988186,16222.0,default,11_2017,487.44894402907573,648.664026455491,358.97369416381713,12_2019,-11.792258147567123,648.664026455491,-0.03230755656867705,-9.466306711906087,0.0,***,-8.40456899733188,-7.37775768683232,-5.7094088843743664,358.97369416381713,-0.015642216121573606,-5.425871079674301
1012A,CO,6.05914350291683,0.9556451612903226,-0.0002945852275240509,1.0456658854505463,16222.0,default,8_2014,6.05914350291683,7.966417560061284,4.576269179020381,12_2019,-0.14791102185704227,7.966417560061284,-0.0004052356763206638,-10.6205698765424,0.0,***,-0.10752360804627858,-8.397776047708296,-0.07637984069719791,4.576269179020381,-0.00020925983752656963,-6.463796111413655
1012A,SO2,66.54498761434165,0.9583333333333334,-0.003454358346179131,5.902884651481239,16222.0,default,8_2014,66.54498761434165,107.98442949244983,47.814112317454246,12_2019,-2.1369244036645045,107.98442949244983,-0.005854587407300013,-16.423588258034247,0.0,***,-1.260840796355383,-11.998424245633569,-0.8723909260462704,47.814112317454246,-0.0023901121261541655,-9.648513360008435
1012A,O3,16.866831096869,0.9556451612903226,0.0026483609452105567,45.85095862064103,16222.0,default,8_2014,16.866831096869,81.71299661994219,-57.350474367146866,7_2019,-0.4166650594349208,81.71299661994219,-0.001141548108040879,-0.6593343728624764,0.2370617696160267,,0.9666517450018532,1.6157033199065463,2.5593889810236057,-57.350474367146866,0.007012024605544126,4.5380372739931865
1012A,NO2,188.3035415466373,0.9516129032258065,-0.008137129834534552,51.76945218502155,16222.0,default,8_2014,188.3035415466373,230.8375598130601,143.1921655606551,12_2019,-3.880416806118029,230.8375598130601,-0.010631278920871312,-6.6471725503897385,0.0,***,-2.9700523896051116,-5.27512079688233,-2.03861413887175,143.1921655606551,-0.0055852442160869865,-3.8765520566613367
1012A,PM2.5,433.28200159807784,0.9274193548387096,-0.021409115287333493,67.53046991049477,16222.0,default,8_2014,433.28200159807784,525.911882676791,333.6339403135882,12_2019,-9.743542353479798,525.911882676791,-0.02669463658487616,-10.491424831915992,0.0,***,-7.814327079876725,-9.088188106050733,-5.724066879392886,333.6339403135882,-0.015682375012035305,-7.224214558411169
1012A,PM10,676.5561385602032,0.9502688172043011,-0.03332847487086591,98.0556791168627,16222.0,default,4_2017,676.5561385602032,786.7262517956289,562.4407423842583,12_2019,-14.474670253143465,786.7262517956289,-0.03965663083053004,-10.092759000660596,0.0,***,-12.164893327866057,-8.95124973420259,-9.81507072495339,562.4407423842583,-0.0268906047258997,-7.776077921002079
1013A,CO,9.970156166488415,0.9086021505376344,-0.0005270595955880442,1.2232522796352583,16222.0,default,6_2014,9.970156166488415,50.75224264965302,-28.272372415885304,5_2015,-1.0857255387614517,50.75224264965302,-0.002974590517154662,-43.45622027081786,0.5475792988313857,,-0.19237675238963614,-13.545794575908943,0.6574597260375575,-28.272372415885304,0.0018012595233905687,69.3772051775861
1013A,SO2,618.306576555382,0.9111111111111111,-0.0358626436629738,29.979907264296756,16222.0,default,9_2014,618.306576555382,2614.514065811487,-2137.6051376344017,6_2015,-56.9485726072258,2614.514065811487,-0.15602348659513918,-68.20101245940744,0.42404006677796335,,-13.089864936985437,-35.820668655422615,48.76438289376403,-2137.6051376344017,0.13360104902401104,164.3498770410609
1013A,O3,-41.173376876191575,0.9152777777777777,0.005191807990962468,100.15477996965099,16222.0,default,6_2014,-41.173376876191575,5213.7428843644075,-5186.0619042484395,6_2014,-115.48452170287003,5213.7428843644075,-0.31639594987087677,-142.27876356052894,0.9148580968280468,,1.8950099167013008,4.402072315595706,115.92712395544758,-5186.0619042484395,0.3176085587820482,-342.81875817726444
